time,CO2 (mA),H2O (mA),SO2 (mA),H2S (mA),,SO2 ,H2S
14:26:46,13.11705017,19.98598862,5.350924015,4.314839363,,5.350924015,4.314839363
14:26:47,13.02550983,19.98090553,5.422157288,4.258925438,,5.422157288,4.258925438
14:26:48,13.14756393,19.98090553,5.651121616,4.24875927,,5.651121616,4.24875927
14:26:49,13.20350552,19.97582245,5.696914196,4.299590111,,5.696914196,4.299590111
14:26:50,13.19841957,19.97582245,5.829204559,4.314839363,,5.829204559,4.314839363
14:26:51,13.14756393,19.98090553,5.910614014,4.258925438,,5.910614014,4.258925438
14:26:52,13.15773487,19.98090553,6.144666195,4.243676186,,6.144666195,4.243676186
14:26:53,13.20350552,19.98090553,6.236251831,4.36058712,,6.236251831,4.36058712
14:26:54,13.54424,19.98090553,6.383806705,4.36058712,,6.383806705,4.36058712
14:26:55,13.42727089,19.98090553,6.500832558,4.340254784,,6.500832558,4.340254784
14:26:56,13.56966782,19.98090553,6.511008739,4.345337868,,6.511008739,4.345337868
14:26:57,13.60018158,19.98090553,6.821382523,4.3351717,,6.821382523,4.3351717
14:26:58,13.57475281,19.98090553,6.984201431,4.355504036,,6.984201431,4.355504036
14:26:59,13.56966782,19.98090553,7.218253613,4.370753288,,7.218253613,4.370753288
14:27:00,13.45269871,19.98090553,7.391248703,4.380919456,,7.391248703,4.380919456
14:27:01,13.49338341,19.98090553,7.599860191,4.421584129,,7.599860191,4.421584129
14:27:02,13.50864029,19.98090553,7.65582943,4.370753288,,7.65582943,4.370753288
14:27:03,13.45269871,19.98598862,7.783031464,4.47241497,,7.783031464,4.47241497
14:27:04,13.41201401,19.97582245,7.82882452,4.365670204,,7.82882452,4.365670204
14:27:05,13.28995991,19.98090553,7.910233974,4.426667213,,7.910233974,4.426667213
14:27:06,13.35098743,19.98090553,7.833912373,4.457165718,,7.833912373,4.457165718
14:27:07,13.43235683,19.98090553,7.737238884,4.523245811,,7.737238884,4.523245811
14:27:08,13.52389717,19.98090553,7.696534157,4.482581139,,7.696534157,4.482581139
14:27:09,13.48321247,19.98598862,7.579507828,4.44699955,,7.579507828,4.44699955
14:27:10,13.52898312,19.97073936,7.54389143,4.497830391,,7.54389143,4.497830391
14:27:11,13.59509563,19.97582245,7.610036373,4.507996559,,7.610036373,4.507996559
14:27:12,13.48321247,19.98090553,7.610036373,4.487664223,,7.610036373,4.487664223
14:27:13,13.3815012,19.9910717,7.645653248,4.528328896,,7.645653248,4.528328896
14:27:14,13.51881218,19.98090553,7.706710339,4.47241497,,7.706710339,4.47241497
14:27:15,13.52898312,19.98090553,7.747415066,4.477498055,,7.747415066,4.477498055
14:27:16,13.62052345,19.98090553,7.686357975,4.477498055,,7.686357975,4.477498055
14:27:17,13.54424,19.98598862,7.696534157,4.477498055,,7.696534157,4.477498055
14:27:18,13.59000969,19.98090553,7.793207645,4.629990578,,7.793207645,4.629990578
14:27:19,13.59000969,19.97582245,7.839000702,4.584242821,,7.839000702,4.584242821
14:27:20,13.36624432,19.98090553,7.8746171,4.487664223,,7.8746171,4.487664223
14:27:21,13.49846935,19.97582245,7.900057793,4.543578148,,7.900057793,4.543578148
14:27:22,13.63069439,19.97582245,7.894969463,4.604575157,,7.894969463,4.604575157
14:27:23,13.56966782,19.97582245,7.844088554,4.518162727,,7.844088554,4.518162727
14:27:24,13.52389717,19.97582245,7.859353065,4.584242821,,7.859353065,4.584242821
14:27:25,13.56966782,19.98090553,7.94076252,4.614741325,,7.94076252,4.614741325
14:27:26,13.54932499,19.97073936,7.82882452,4.563910484,,7.82882452,4.563910484
14:27:27,13.48829842,19.98090553,7.915321827,4.665572166,,7.915321827,4.665572166
14:27:28,13.43235683,19.98598862,7.82882452,4.518162727,,7.82882452,4.518162727
14:27:29,13.49338341,19.98090553,7.844088554,4.614741325,,7.844088554,4.614741325
14:27:30,13.38658619,19.98598862,7.833912373,4.492747307,,7.833912373,4.492747307
14:27:31,13.41709995,19.98090553,7.793207645,4.574076653,,7.793207645,4.574076653
14:27:32,13.44252777,19.98598862,7.711798191,4.518162727,,7.711798191,4.518162727
14:27:33,13.4628706,19.98598862,7.691445827,4.599492073,,7.691445827,4.599492073
14:27:34,13.51881218,19.98090553,7.528626919,4.507996559,,7.528626919,4.507996559
14:27:35,13.60018158,19.98090553,7.620212555,4.619824409,,7.620212555,4.619824409
14:27:36,13.59509563,19.98090553,7.554067612,4.538495064,,7.554067612,4.538495064
14:27:37,13.4628706,19.97582245,7.574419975,4.680821419,,7.574419975,4.680821419
14:27:38,13.39675808,19.98090553,7.615124702,4.53341198,,7.615124702,4.53341198
14:27:39,13.49338341,19.98598862,7.635477066,4.589325905,,7.635477066,4.589325905
14:27:40,13.49846935,19.98598862,7.615124702,4.518162727,,7.615124702,4.518162727
14:27:41,13.5035553,19.97582245,7.604948521,4.584242821,,7.604948521,4.584242821
14:27:42,13.4628706,19.98090553,7.599860191,4.640156746,,7.599860191,4.640156746
14:27:43,13.47304153,19.98090553,7.54389143,4.518162727,,7.54389143,4.518162727
14:27:44,13.43235683,19.97582245,7.533715248,4.599492073,,7.533715248,4.599492073
14:27:45,13.46795559,19.97582245,7.498098373,4.492747307,,7.498098373,4.492747307
14:27:46,13.4628706,19.98090553,7.462481976,4.594408989,,7.462481976,4.594408989
14:27:47,13.44761372,19.98090553,7.401424885,4.518162727,,7.401424885,4.518162727
14:27:48,13.45269871,19.98090553,7.386160374,4.482581139,,7.386160374,4.482581139
14:27:49,13.4628706,19.98598862,7.375984192,4.563910484,,7.375984192,4.563910484
14:27:50,13.46795559,19.98090553,7.335279465,4.53341198,,7.335279465,4.53341198
14:27:51,13.45269871,19.98090553,7.370896339,4.599492073,,7.370896339,4.599492073
14:27:52,13.44252777,19.98090553,7.314927101,4.538495064,,7.314927101,4.538495064
14:27:53,13.40692902,19.98090553,7.335279465,4.548661232,,7.335279465,4.548661232
14:27:54,13.44252777,19.98090553,7.294574738,4.584242821,,7.294574738,4.584242821
14:27:55,13.44252777,19.97582245,7.248782158,4.589325905,,7.248782158,4.589325905
14:27:56,13.42727089,19.97582245,7.289486885,4.492747307,,7.289486885,4.492747307
14:27:57,13.45778465,19.98598862,7.264046192,4.5588274,,7.264046192,4.5588274
14:27:58,13.32047367,19.97582245,7.325103283,4.543578148,,7.325103283,4.543578148
14:27:59,13.31538868,19.98090553,7.233517647,4.548661232,,7.233517647,4.548661232
14:28:00,13.41709995,19.98090553,7.274222374,4.604575157,,7.274222374,4.604575157
14:28:01,13.41709995,19.98090553,7.213165283,4.538495064,,7.213165283,4.538495064
14:28:02,13.39167213,19.98090553,7.182636738,4.589325905,,7.182636738,4.589325905
14:28:03,13.19333458,19.98090553,7.162284374,4.53341198,,7.162284374,4.53341198
14:28:04,12.9339695,19.98090553,7.096139431,4.53341198,,7.096139431,4.53341198
14:28:05,12.87294197,19.97582245,7.111403465,4.528328896,,7.111403465,4.528328896
14:28:06,12.90854168,19.97582245,7.019817829,4.553744316,,7.019817829,4.553744316
14:28:07,13.02550983,19.98598862,6.806118011,4.538495064,,6.806118011,4.538495064
14:28:08,13.11705017,19.98090553,6.561889648,4.553744316,,6.561889648,4.553744316
14:28:09,13.11196518,19.97582245,6.348189831,4.548661232,,6.348189831,4.548661232
14:28:10,13.08145142,19.98090553,6.256604195,4.523245811,,6.256604195,4.523245811
14:28:11,13.07636547,19.98090553,6.103961468,4.513079643,,6.103961468,4.513079643
14:28:12,12.98482513,19.98090553,6.139578342,4.513079643,,6.139578342,4.513079643
14:28:13,13.00516701,19.98090553,6.093785286,4.431750298,,6.093785286,4.431750298
14:28:14,13.10687923,19.98090553,6.047992706,4.426667213,,6.047992706,4.426667213
14:28:15,13.18824863,19.98598862,5.951318741,4.457165718,,5.951318741,4.457165718
14:28:16,13.18316269,19.97582245,5.869909286,4.396168709,,5.869909286,4.396168709
14:28:17,13.1780777,19.98090553,5.900437832,4.365670204,,5.900437832,4.365670204
14:28:18,13.137393,19.98090553,5.925878525,4.47241497,,5.925878525,4.47241497
14:28:19,13.02042389,19.98090553,5.910614014,4.36058712,,5.910614014,4.36058712
14:28:20,13.03568077,19.98090553,5.834292889,4.431750298,,5.834292889,4.431750298
14:28:21,13.04076672,19.98598862,5.936054707,4.457165718,,5.936054707,4.457165718
14:28:22,13.03568077,19.98090553,5.84446907,4.467331886,,5.84446907,4.467331886
14:28:23,13.07636547,19.97582245,5.798676014,4.396168709,,5.798676014,4.396168709
14:28:24,13.11196518,19.95040703,5.803764343,4.431750298,,5.803764343,4.431750298
14:28:25,13.20859051,19.89957619,5.681650162,4.462248802,,5.681650162,4.462248802
14:28:26,13.16282082,19.90974236,5.681650162,4.431750298,,5.681650162,4.431750298
14:28:27,13.08653641,19.81824684,5.625680923,4.314839363,,5.625680923,4.314839363
14:28:28,13.0153389,19.74200058,5.661297798,4.396168709,,5.661297798,4.396168709
14:28:29,13.10179329,19.8944931,5.610416889,4.380919456,,5.610416889,4.380919456
14:28:30,13.12722111,19.88941002,5.554447651,4.370753288,,5.554447651,4.370753288
14:28:31,12.96448231,19.68608665,5.600240707,4.350420952,,5.600240707,4.350420952
14:28:32,13.11196518,19.84874535,5.564623833,4.416501045,,5.564623833,4.416501045
14:28:33,13.10687923,19.91482544,5.478126526,4.391085625,,5.478126526,4.391085625
14:28:34,13.11705017,19.83857918,5.473038197,4.406334877,,5.473038197,4.406334877
14:28:35,13.0560236,19.84366226,5.340747833,4.370753288,,5.340747833,4.370753288
14:28:36,13.08145142,19.78774834,5.361100197,4.309756279,,5.361100197,4.309756279
14:28:37,13.12722111,19.65050507,5.315307617,4.345337868,,5.315307617,4.345337868
14:28:38,12.94922638,19.63525581,5.335659981,4.314839363,,5.335659981,4.314839363
14:28:39,12.90345573,19.57934189,5.300043106,4.3351717,,5.300043106,4.3351717
14:28:40,12.90854168,19.36585236,5.300043106,4.355504036,,5.300043106,4.355504036
14:28:41,12.80174351,19.23369217,5.198281288,4.319922447,,5.198281288,4.319922447
14:28:42,12.93905449,19.29977226,5.137224197,4.258925438,,5.137224197,4.258925438
14:28:43,13.07636547,19.56409264,5.106695652,4.406334877,,5.106695652,4.406334877
14:28:44,13.14247799,19.90465927,4.994757652,4.284340858,,4.994757652,4.284340858
14:28:45,13.08653641,19.86907768,5.040550709,4.340254784,,5.040550709,4.340254784
14:28:46,13.04076672,19.52851105,4.948965073,4.299590111,,4.948965073,4.299590111
14:28:47,12.91871262,19.29468918,4.999845982,4.3351717,,4.999845982,4.3351717
14:28:48,13.10687923,19.19811058,4.933700562,4.340254784,,4.933700562,4.340254784
14:28:49,13.08653641,19.10153198,4.969317436,4.386002541,,4.969317436,4.386002541
14:28:50,13.04585171,19.16761208,4.98458147,4.284340858,,4.98458147,4.284340858
14:28:51,13.1780777,19.23369217,4.867555618,4.284340858,,4.867555618,4.284340858
14:28:52,13.17299175,19.20827675,4.933700562,4.218260765,,4.933700562,4.218260765
14:28:53,13.12722111,19.21335983,4.882819653,4.314839363,,4.882819653,4.314839363
14:28:54,13.27978897,19.14219666,4.892995834,4.319922447,,4.892995834,4.319922447
14:28:55,13.4221859,19.08628273,4.974405289,4.309756279,,4.974405289,4.309756279
14:28:56,13.41201401,19.11169815,4.842114925,4.223343849,,4.842114925,4.223343849
14:28:57,13.41709995,19.14727974,4.867555618,4.289423943,,4.867555618,4.289423943
14:28:58,13.27978897,19.16761208,5.015110016,4.223343849,,5.015110016,4.223343849
14:28:59,13.32047367,19.18286133,4.938788891,4.24875927,,4.938788891,4.24875927
14:29:00,13.30521679,19.16252899,4.979493618,4.289423943,,4.979493618,4.289423943
14:29:01,13.37132931,19.16252899,5.025286198,4.258925438,,5.025286198,4.258925438
14:29:02,12.90345573,19.06086731,4.969317436,4.27417469,,4.969317436,4.27417469
14:29:03,12.71020317,19.1930275,5.010022163,4.238593102,,5.010022163,4.238593102
14:29:04,12.66443348,19.41160011,5.020198345,4.325005531,,5.020198345,4.325005531
14:29:05,12.6898613,19.57934189,4.943876743,4.218260765,,4.943876743,4.218260765
14:29:06,12.68477535,19.64542198,4.872643471,4.3351717,,4.872643471,4.3351717
14:29:07,12.65426159,19.59967422,4.760705471,4.294507027,,4.760705471,4.294507027
14:29:08,12.65426159,19.50817871,4.674208164,4.3351717,,4.674208164,4.3351717
14:29:09,12.67460442,19.58442497,4.618238926,4.253842354,,4.618238926,4.253842354
14:29:10,12.71528912,19.62508965,4.567358017,4.253842354,,4.567358017,4.253842354
14:29:11,12.80174351,19.72166824,4.506300926,4.284340858,,4.506300926,4.284340858
14:29:12,12.88311291,19.82332993,4.562270164,4.330088615,,4.562270164,4.330088615
14:29:13,13.03059578,19.72166824,4.399451256,4.24875927,,4.399451256,4.24875927
14:29:14,13.00516701,19.71658516,4.424891472,4.340254784,,4.424891472,4.340254784
14:29:15,12.98482513,19.66067123,4.445243835,4.258925438,,4.445243835,4.258925438
14:29:16,12.96956825,19.61492348,4.470684528,4.238593102,,4.470684528,4.238593102
14:29:17,12.90345573,19.5437603,4.567358017,4.279257774,,4.567358017,4.279257774
14:29:18,12.69494629,19.3506031,4.465596199,4.18776226,,4.465596199,4.18776226
14:29:19,12.92888355,19.26927376,4.52665329,4.208094597,,4.52665329,4.208094597
14:29:20,12.98991108,19.23877525,4.608062744,4.345337868,,4.608062744,4.345337868
14:29:21,12.88819885,19.18794441,4.618238926,4.294507027,,4.618238926,4.294507027
14:29:22,13.13230705,19.18286133,4.633503437,4.258925438,,4.633503437,4.258925438
14:29:23,13.03568077,19.18286133,4.577534199,4.208094597,,4.577534199,4.208094597
14:29:24,12.88311291,19.23877525,4.628415108,4.258925438,,4.628415108,4.258925438
14:29:25,12.84751415,19.33027077,4.613151073,4.192845345,,4.613151073,4.192845345
14:29:26,12.74580288,19.33027077,4.669119835,4.218260765,,4.669119835,4.218260765
14:29:27,12.75088787,19.3506031,4.623327255,4.258925438,,4.623327255,4.258925438
14:29:28,12.80682945,19.45226479,4.653855801,4.279257774,,4.653855801,4.279257774
14:29:29,13.03059578,19.75724983,4.679296017,4.223343849,,4.679296017,4.223343849
14:29:30,13.24419022,19.95549011,4.577534199,4.213177681,,4.577534199,4.213177681
14:29:31,13.32555962,19.98090553,4.664031982,4.294507027,,4.664031982,4.294507027
14:29:32,13.27978897,19.97582245,4.674208164,4.299590111,,4.674208164,4.299590111
14:29:33,13.23910427,19.98090553,4.684384346,4.238593102,,4.684384346,4.238593102
14:29:34,13.16282082,19.98090553,4.770881653,4.269091606,,4.770881653,4.269091606
14:29:35,13.24927521,19.98090553,4.714912891,4.309756279,,4.714912891,4.309756279
14:29:36,13.48321247,19.98598862,4.852291107,4.27417469,,4.852291107,4.27417469
14:29:37,13.52898312,19.98090553,4.7657938,4.197928429,,4.7657938,4.197928429
14:29:38,13.53406811,19.97582245,4.791234016,4.289423943,,4.791234016,4.289423943
14:29:39,13.45269871,19.97582245,4.786146164,4.269091606,,4.786146164,4.269091606
14:29:40,13.33064461,19.98090553,4.918436527,4.208094597,,4.918436527,4.208094597
14:29:41,13.14756393,19.98090553,4.928612709,4.253842354,,4.928612709,4.253842354
14:29:42,13.0967083,19.91482544,4.994757652,4.228426933,,4.994757652,4.228426933
14:29:43,13.19333458,19.98598862,5.004933834,4.319922447,,5.004933834,4.319922447
14:29:44,13.11196518,19.98090553,5.030374527,4.279257774,,5.030374527,4.279257774
14:29:45,13.02550983,19.98090553,5.081255436,4.370753288,,5.081255436,4.370753288
14:29:46,12.98991108,19.98598862,5.09651947,4.36058712,,5.09651947,4.36058712
14:29:47,12.94922638,19.98090553,5.030374527,4.355504036,,5.030374527,4.355504036
14:29:48,13.02550983,19.97582245,4.974405289,4.319922447,,4.974405289,4.319922447
14:29:49,13.00516701,19.98090553,4.92352438,4.340254784,,4.92352438,4.340254784
14:29:50,12.9746542,19.98598862,5.025286198,4.304673195,,5.025286198,4.304673195
14:29:51,13.03059578,19.98090553,4.933700562,4.314839363,,4.933700562,4.314839363
14:29:52,12.94414043,19.98090553,4.882819653,4.284340858,,4.882819653,4.284340858
14:29:53,13.00516701,19.97582245,4.831938744,4.350420952,,4.831938744,4.350420952
14:29:54,12.99499607,19.98090553,4.796322346,4.289423943,,4.796322346,4.289423943
14:29:55,13.06110859,19.98598862,4.882819653,4.243676186,,4.882819653,4.243676186
14:29:56,13.0153389,19.98598862,4.81158638,4.284340858,,4.81158638,4.284340858
14:29:57,13.00516701,19.98598862,4.720000744,4.27417469,,4.720000744,4.27417469
14:29:58,12.92379761,19.98090553,4.709824562,4.3351717,,4.709824562,4.3351717
14:29:59,12.88819885,19.98598862,4.81158638,4.264008522,,4.81158638,4.264008522
14:30:00,12.8932848,19.98598862,4.674208164,4.314839363,,4.674208164,4.314839363
14:30:01,12.92379761,19.98598862,4.781057835,4.319922447,,4.781057835,4.319922447
14:30:02,12.90854168,19.98090553,4.745441437,4.258925438,,4.745441437,4.258925438
14:30:03,12.88819885,19.98598862,4.709824562,4.264008522,,4.709824562,4.264008522
14:30:04,12.83225727,19.98598862,4.679296017,4.314839363,,4.679296017,4.314839363
14:30:05,12.81700039,19.98090553,4.69964838,4.213177681,,4.69964838,4.213177681
14:30:06,12.78648758,19.97582245,4.63859129,4.325005531,,4.63859129,4.325005531
14:30:07,12.76105881,19.98090553,4.567358017,4.27417469,,4.567358017,4.27417469
14:30:08,12.72546005,19.80299759,4.628415108,4.264008522,,4.628415108,4.264008522
14:30:09,12.730546,19.74200058,4.587710381,4.258925438,,4.587710381,4.258925438
14:30:10,12.72546005,19.63525581,4.521565437,4.258925438,,4.521565437,4.258925438
14:30:11,12.71528912,19.77758217,4.485948563,4.228426933,,4.485948563,4.228426933
14:30:12,12.74071693,19.95549011,4.455420017,4.299590111,,4.455420017,4.299590111
14:30:13,12.76105881,19.98090553,4.460508347,4.24875927,,4.460508347,4.24875927
14:30:14,12.73563099,19.98090553,4.465596199,4.264008522,,4.465596199,4.264008522
14:30:15,12.74580288,19.98090553,4.384186745,4.208094597,,4.384186745,4.208094597
14:30:16,12.73563099,19.98090553,4.445243835,4.243676186,,4.445243835,4.243676186
14:30:17,12.71528912,19.98090553,4.435067654,4.258925438,,4.435067654,4.258925438
14:30:18,12.70511818,19.98090553,4.424891472,4.243676186,,4.424891472,4.243676186
14:30:19,12.68477535,19.97582245,4.465596199,4.269091606,,4.465596199,4.269091606
14:30:20,12.66951847,19.93007469,4.348570347,4.208094597,,4.348570347,4.208094597
14:30:21,12.66443348,19.98090553,4.333305836,4.269091606,,4.333305836,4.269091606
14:30:22,12.65426159,19.94024086,4.36892271,4.27417469,,4.36892271,4.27417469
14:30:23,12.67460442,19.78774834,4.445243835,4.319922447,,4.445243835,4.319922447
14:30:24,12.67460442,19.89957619,4.333305836,4.294507027,,4.333305836,4.294507027
14:30:25,12.65934753,19.97582245,4.30277729,4.314839363,,4.30277729,4.314839363
14:30:26,12.65934753,19.8639946,4.328217983,4.264008522,,4.328217983,4.264008522
14:30:27,12.66443348,19.63525581,4.374010563,4.258925438,,4.374010563,4.258925438
14:30:28,12.66443348,19.43701553,4.409627438,4.203011513,,4.409627438,4.203011513
14:30:29,12.66951847,19.41160011,4.267160892,4.223343849,,4.267160892,4.223343849
14:30:30,12.67968941,19.65558815,4.379098892,4.294507027,,4.379098892,4.294507027
14:30:31,12.66443348,19.77758217,4.348570347,4.208094597,,4.348570347,4.208094597
14:30:32,12.66443348,19.8639946,4.318041801,4.177596092,,4.318041801,4.177596092
14:30:33,12.65934753,19.97582245,4.323129654,4.172513008,,4.323129654,4.172513008
14:30:34,12.6491766,19.98598862,4.353658199,4.203011513,,4.353658199,4.203011513
14:30:35,12.65934753,19.9605732,4.297689438,4.253842354,,4.297689438,4.253842354
14:30:36,12.63391972,19.91990852,4.216279984,4.228426933,,4.216279984,4.228426933
14:30:37,12.64409065,19.95040703,4.348570347,4.243676186,,4.348570347,4.243676186
14:30:38,12.63900471,19.92499161,4.246808529,4.258925438,,4.246808529,4.258925438
14:30:39,12.65426159,19.90974236,4.256984711,4.233510017,,4.256984711,4.233510017
14:30:40,12.64409065,19.65050507,4.236632347,4.253842354,,4.236632347,4.253842354
14:30:41,12.6491766,19.56917572,4.201015472,4.233510017,,4.201015472,4.233510017
14:30:42,12.63900471,19.7369175,4.216279984,4.258925438,,4.216279984,4.258925438
14:30:43,12.6491766,19.71150208,4.297689438,4.203011513,,4.297689438,4.203011513
